SongID,Cluster_Num,Cluster_Name
Build Me Up ButtercupThe Foundations,3,Sing Along
SunshineJonathan Edwards,11,Nostalgia
Am I WrongNico & Vinz,3,Sing Along
Cathy's ClownThe Everly Brothers,8,Songs You Forgot About
Blue VelvetBobby Vinton,10,Time Machine
Da Doo Ron RonShaun Cassidy,11,Nostalgia
Burning LoveElvis Presley,3,Sing Along
Chain GangSam Cooke,4,Concert Pregame
PhotographNickelback,6,Let's Dance
Ain't No SunshineBill Withers,2,"Bro, I'm Sad"
The Birds And The BeesJewel Akens,8,Songs You Forgot About
Sexual HealingMarvin Gaye,3,Sing Along
Sunshine On My ShouldersJohn Denver,2,"Bro, I'm Sad"
Teen AngelMark Dinning,10,Time Machine
"Bills, Bills, BillsDestiny's Child",3,Sing Along
A Horse With No NameAmerica,11,Nostalgia
Sweet Soul MusicArthur Conley,3,Sing Along
Can't Take My Eyes Off YouFrankie Valli,12,College Tailgate
Put Your Hand In The HandOcean,11,Nostalgia
Stoned Soul PicnicThe 5th Dimension,11,Nostalgia
"Betcha By Golly, WowThe Stylistics Featuring Russell Thompkins,Jr.",1,Day Drinking
Rhythm Of The RainThe Cascades,8,Songs You Forgot About
Since I Fell For YouLenny Welch,10,Time Machine
Smoke On The WaterDeep Purple,9,In My Feels
Damn I Wish I Was Your LoverSophie B. Hawkins,12,College Tailgate
Cooler Than MeMike Posner,4,Concert Pregame
Rock Me AmadeusFalco,6,Let's Dance
She's Not ThereThe Zombies,3,Sing Along
Precious And FewClimax,1,Day Drinking
Sexy Can IRay J & Yung Berg,5,Who Tryin' to Drink?
Could It Be I'm Falling In LoveThe Spinners,6,Let's Dance
Ride Captain RideBlues Image,11,Nostalgia
Behind These Hazel EyesKelly Clarkson,12,College Tailgate
50 Ways To Leave Your LoverPaul Simon,2,"Bro, I'm Sad"
Deep PurpleNino Tempo & April Stevens,10,Time Machine
Sorry (I Ran All The Way Home)The Impalas,8,Songs You Forgot About
Paper RosesAnita Bryant,10,Time Machine
Daddy Don't You Walk So FastWayne Newton,1,Day Drinking
Baby Come BackPlayer,6,Let's Dance
Can't Get Used To Losing YouAndy Williams,1,Day Drinking
SuspicionTerry Stafford,8,Songs You Forgot About
Summer LoveJustin Timberlake,12,College Tailgate
Take Me Home TonightEddie Money,3,Sing Along
Save The Last Dance For MeThe Drifters,8,Songs You Forgot About
Take Me To ChurchHozier,12,College Tailgate
RockyAustin Roberts,11,Nostalgia
A Lover's ConcertoThe Toys,8,Songs You Forgot About
"Spinning WheelBlood, Sweat & Tears",2,"Bro, I'm Sad"
PatchesClarence Carter,4,Concert Pregame
Deck Of CardsWink Martindale,5,Who Tryin' to Drink?
DeliriousPrince,11,Nostalgia
The Air That I BreatheThe Hollies,6,Let's Dance
A Woman Needs Love (Just Like You Do)Ray Parker Jr. & Raydio,11,Nostalgia
Pop OutPolo G Featuring Lil Tjay,5,Who Tryin' to Drink?
Blue MoonThe Marcels,8,Songs You Forgot About
See You In SeptemberThe Happenings,8,Songs You Forgot About
Cowboys To GirlsThe Intruders,1,Day Drinking
Sweet DreamsBeyonce,3,Sing Along
Always Something There To Remind MeNaked Eyes,4,Concert Pregame
Talking In Your SleepThe Romantics,3,Sing Along
StayMaurice Williams & The Zodiacs,8,Songs You Forgot About
Out Of LimitsThe Marketts,9,In My Feels
Angel Of The MorningMerrilee Rush & The Turnabouts,10,Time Machine
Shake ItMetro Station,6,Let's Dance
Do Your ThingThe Watts 103rd Street Rhythm Band,11,Nostalgia
PopcornHot Butter,9,In My Feels
Can't Help But WaitTrey Songz,3,Sing Along
AtlantisDonovan,2,"Bro, I'm Sad"
Say ItVoices Of Theory,2,"Bro, I'm Sad"
RosesOutKast,12,College Tailgate
Suspicious MindsElvis Presley,2,"Bro, I'm Sad"
Daddy's HomeShep And The Limelites,10,Time Machine
Classical GasMason Williams,9,In My Feels
Sailor (Your Home Is The Sea)Lolita,10,Time Machine
The Captain Of Her HeartDouble,2,"Bro, I'm Sad"
That's The Way I've Always Heard It Should BeCarly Simon,10,Time Machine
Big TimePeter Gabriel,3,Sing Along
(Theme From) Valley Of The DollsDionne Warwick,10,Time Machine
Sad Movies (Make Me Cry)Sue Thompson,10,Time Machine
Rock The CasbahThe Clash,3,Sing Along
Say AahTrey Songz Featuring Fabolous,4,Concert Pregame
Pump Up The VolumeM/A/R/R/S,9,In My Feels
Deja VuDionne Warwick,11,Nostalgia
AlfieDionne Warwick,10,Time Machine
Baby Hold OnEddie Money,11,Nostalgia
ANNIE's SONGJohn Denver,1,Day Drinking
Day By DayHooters,6,Let's Dance
Dancin' ShoesNigel Olsson,1,Day Drinking
Bad Luck (Part 1)Harold Melvin And The Blue Notes,0,Chill Kickback
Digging Your SceneThe Blow Monkeys,0,Chill Kickback
CarsGary Numan,3,Sing Along
BorderlineMadonna,12,College Tailgate
Only TimeEnya,9,In My Feels
Popsicles And IciclesThe Murmaids,8,Songs You Forgot About
Calendar GirlNeil Sedaka,8,Songs You Forgot About
Talk It OverGrayson Hugh,11,Nostalgia
"Don't Call Us, We'll Call YouSugarloaf/Jerry Corbetta",11,Nostalgia
Please Don't GoK.W.S.,7,Long Talks and Beach Walks
Change Of HeartEric Carmen,4,Concert Pregame
"The Cover Of ""Rolling Stone""Dr. Hook And The Medicine Show",11,Nostalgia
Power TripJ. Cole Featuring Miguel,5,Who Tryin' to Drink?
Don't Treat Me BadFirehouse,12,College Tailgate
Scar TissueRed Hot Chili Peppers,12,College Tailgate
"Blowin' In The WindPeter, Paul & Mary",10,Time Machine
Angel In Your ArmsHot,8,Songs You Forgot About
Stop To LoveLuther Vandross,11,Nostalgia
Only In My DreamsDebbie Gibson,0,Chill Kickback
Beds Are BurningMidnight Oil,2,"Bro, I'm Sad"
Perfect WayScritti Politti,11,Nostalgia
Please Don't Go GirlNew Kids On The Block,6,Let's Dance
AustinBlake Shelton,12,College Tailgate
Be My BabyThe Ronettes,3,Sing Along
Blue On BlueBobby Vinton,10,Time Machine
Surfin' BirdThe Trashmen,9,In My Feels
Sugar TownNancy Sinatra,8,Songs You Forgot About
"Bad Boys (Theme From ""Cops"")Inner Circle",12,College Tailgate
Breaking AwayBalance,0,Chill Kickback
SeriousDonna Allen,7,Long Talks and Beach Walks
PamelaToto,11,Nostalgia
Stand By Your ManTammy Wynette,10,Time Machine
A Love BizarreSheila E.,7,Long Talks and Beach Walks
BreakevenThe Script,12,College Tailgate
Ridetwenty one pilots,12,College Tailgate
Post To BeOmarion Featuring Chris Brown & Jhene Aiko,3,Sing Along
Red Rubber BallThe Cyrkle,8,Songs You Forgot About
Also Sprach Zarathustra (2001)Deodato,7,Long Talks and Beach Walks
A Groovy Kind Of LoveThe Mindbenders,10,Time Machine
Break Up To Make UpThe Stylistics,10,Time Machine
Soul SerenadeWillie Mitchell,9,In My Feels
As We LayShirley Murdock,2,"Bro, I'm Sad"
Put That Woman FirstJaheim,2,"Bro, I'm Sad"
Born To Be AlivePatrick Hernandez,3,Sing Along
Out Here On My OwnIrene Cara,10,Time Machine
"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)Chic",7,Long Talks and Beach Walks
Can't Stay Away From YouGloria Estefan & Miami Sound Machine,10,Time Machine
Candy GirlThe 4 Seasons,4,Concert Pregame
Crying In The RainThe Everly Brothers,2,"Bro, I'm Sad"
Al Di La'Emilio Pericoli,10,Time Machine
Stand By Your ManCandi Staton,11,Nostalgia
Pop That ThangThe Isley Brothers,0,Chill Kickback
Don't Cry Out LoudMelissa Manchester,2,"Bro, I'm Sad"
2 OnTinashe Featuring ScHoolboy Q,12,College Tailgate
Seven Year AcheRosanne Cash,11,Nostalgia
CentipedeRebbie Jackson,0,Chill Kickback
Come Baby ComeK7,5,Who Tryin' to Drink?
Almost PersuadedDavid Houston,10,Time Machine
Rock OnDavid Essex,5,Who Tryin' to Drink?
Da Doo Ron Ron (When He Walked Me Home)The Crystals,6,Let's Dance
Don't Make Me OverSybil,3,Sing Along
(You Keep Me) Hangin' OnJoe Simon,8,Songs You Forgot About
Dead GiveawayShalamar,0,Chill Kickback
"Sugar (Gimme Some)Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",5,Who Tryin' to Drink?
Blue Eyes Crying In The RainWillie Nelson,10,Time Machine
Tall Cool OneRobert Plant,6,Let's Dance
Classic ManJidenna Featuring Roman GianArthur,3,Sing Along
Runnin' Outta MoonlightRandy Houser,6,Let's Dance
Can't Deny ItFabolous Featuring Nate Dogg,3,Sing Along
Swear It AgainWestlife,2,"Bro, I'm Sad"
Beyond The SeaBobby Darin,2,"Bro, I'm Sad"
Tell Laura I Love HerRay Peterson,10,Time Machine
So SmallCarrie Underwood,6,Let's Dance
Back To The HotelN2Deep,1,Day Drinking
Sweet LifePaul Davis,2,"Bro, I'm Sad"
Ten Rounds With Jose CuervoTracy Byrd,3,Sing Along
Could It BeJaheim,12,College Tailgate
Break Ya NeckBusta Rhymes,5,Who Tryin' to Drink?
Be Thankful For What You GotWilliam DeVaughn,7,Long Talks and Beach Walks
Cradle Of LoveJohnny Preston,1,Day Drinking
SeventeenWinger,11,Nostalgia
99Toto,2,"Bro, I'm Sad"
Cowboy Take Me AwayDixie Chicks,6,Let's Dance
That's Where The Happy People GoThe Trammps,7,Long Talks and Beach Walks
Ask Me What You WantMillie Jackson,0,Chill Kickback
SpotlightJennifer Hudson,3,Sing Along
Better Days (And The Bottom Drops Out)Citizen King,3,Sing Along
A World Without LovePeter And Gordon,0,Chill Kickback
San Francisco (Be Sure To Wear Flowers In Your Hair)Scott McKenzie,12,College Tailgate
Black Is BlackLos Bravos,3,Sing Along
Don't Expect Me To Be Your FriendLobo,2,"Bro, I'm Sad"
Alone At LastJackie Wilson,10,Time Machine
Sea Of HeartbreakDon Gibson,8,Songs You Forgot About
All Eyes On YouMeek Mill Featuring Chris Brown & Nicki Minaj,12,College Tailgate
Back ThenMike Jones,5,Who Tryin' to Drink?
Ride 'em CowboyPaul Davis,10,Time Machine
ClassicMKTO,3,Sing Along
Beachin'Jake Owen,6,Let's Dance
StoleKelly Rowland,12,College Tailgate
Armed And Extremely DangerousFirst Choice,0,Chill Kickback
The BabyBlake Shelton,2,"Bro, I'm Sad"
Sunshine SupermanDonovan,3,Sing Along
DaydreamThe Lovin' Spoonful,8,Songs You Forgot About
OthersideRed Hot Chili Peppers,12,College Tailgate
Back 2 Goodmatchbox 20,2,"Bro, I'm Sad"
Beautiful SundayDaniel Boone,11,Nostalgia
Colder WeatherZac Brown Band,2,"Bro, I'm Sad"
SwallaJason Derulo Featuring Nicki Minaj & Ty Dolla $ign,3,Sing Along
Damned If I DoThe Alan Parsons Project,2,"Bro, I'm Sad"
Short Dick Man20 Fingers Featuring Gillette,3,Sing Along
That'd Be AlrightAlan Jackson,0,Chill Kickback
BaddYing Yang Twins Featuring Mike Jones & Mr. ColliPark,5,Who Tryin' to Drink?
She's My Kind Of RainTim McGraw,12,College Tailgate
"Precious, PreciousJackie Moore",11,Nostalgia
South SideMoby Featuring Gwen Stefani,12,College Tailgate
Rubber Band ManT.I.,5,Who Tryin' to Drink?
Baby Let Me Take You (In My Arms)Detroit Emeralds,1,Day Drinking
Street Corner SerenadeWet Willie,11,Nostalgia
That's What Love Is All AboutMichael Bolton,10,Time Machine
Can't Stop Lovin' YouVan Halen,12,College Tailgate
"All The Way UpFat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",5,Who Tryin' to Drink?
So Far AwayStaind,6,Let's Dance
Teach Me How To DougieCali Swag District,12,College Tailgate
Shanghai BreezesJohn Denver,4,Concert Pregame
Run Joey RunDavid Geddes,1,Day Drinking
Am I That Easy To ForgetDebbie Reynolds,10,Time Machine
Some Kind Of FriendBarry Manilow,0,Chill Kickback
Somebody's Out ThereTriumph,6,Let's Dance
'Til My Baby Comes HomeLuther Vandross,7,Long Talks and Beach Walks
ParanoidTy Dolla $ign Featuring B.o.B,2,"Bro, I'm Sad"
Chattanooga Choo ChooTuxedo Junction,1,Day Drinking
PaperlateGenesis,0,Chill Kickback
Rock And Roll Dreams Come ThroughJim Steinman,7,Long Talks and Beach Walks
Don't Say Nothin' Bad (About My Baby)The Cookies,8,Songs You Forgot About
Dirty Cash (Money Talks)The Adventures Of Stevie V,11,Nostalgia
She Ain't YouChris Brown,12,College Tailgate
ChariotGavin DeGraw,6,Let's Dance
Did You See Her EyesThe Illusion,0,Chill Kickback
Baby I'm - A Want YouBread,10,Time Machine
Dawn (Go Away)The 4 Seasons,8,Songs You Forgot About
Close Your EyesPeaches & Herb,10,Time Machine
Rock Your BabyGeorge McCrae,3,Sing Along
C'mon And SwimBobby Freeman,8,Songs You Forgot About
(Just Like) Romeo & JulietThe Reflections,9,In My Feels
Doctor My EyesJackson Browne,12,College Tailgate
Snap Your FingersJoe Henderson,10,Time Machine
AlcoholBrad Paisley,6,Let's Dance
Rock Yo HipsCrime Mob Featuring Lil Scrappy,3,Sing Along
Spending My TimeRoxette,6,Let's Dance
Something In My HeartMichel'le,7,Long Talks and Beach Walks
Shout! Shout! (Knock Yourself Out)Ernie Maresca,0,Chill Kickback
Cindy's BirthdayJohnny Crawford,8,Songs You Forgot About
That's Where I Went WrongThe Poppy Family (Featuring Susan Jacks),0,Chill Kickback
In The MiddleTim Moore,11,Nostalgia
It Amazes MeJohn Denver,1,Day Drinking
Just The Same WayJourney,12,College Tailgate
"Gone, Gone, GoneBad Company",0,Chill Kickback
I'm AliveGamma,0,Chill Kickback
Love X LoveGeorge Benson,11,Nostalgia
If Looks Could KillPlayer,0,Chill Kickback
Here To Love YouThe Doobie Brothers,11,Nostalgia
EmotionBarbra Streisand,11,Nostalgia
Like To Get To Know You WellHoward Jones,11,Nostalgia
Let Me InEddie Money,11,Nostalgia
No More TearsOzzy Osbourne,4,Concert Pregame
East Side RendezvousFrost,11,Nostalgia
Hate Me NowNAS Featuring Puff Daddy,5,Who Tryin' to Drink?
InsatiableDarren Hayes,3,Sing Along
Lady Is A TrampGlee Cast,6,Let's Dance
Leave Right NowWill Young,2,"Bro, I'm Sad"
Never Going Back AgainGlee Cast,1,Day Drinking
"I Love New York / New York, New YorkGlee Cast",6,Let's Dance
Night Of Your LifeDavid Guetta Featuring Jennifer Hudson,12,College Tailgate
Love This LifeT.I.,9,In My Feels
Love Don't DieThe Fray,12,College Tailgate
OMGCamila Cabello Featuring Quavo,12,College Tailgate
Must've Never Met YouLuke Combs,12,College Tailgate
My Bloodtwenty one pilots,3,Sing Along
Gotta New GirlBobby Day,8,Songs You Forgot About
Johnny FreedomJohnny Horton,4,Concert Pregame
I Know OneJim Reeves,10,Time Machine
My Memories Of YouDonnie and The Dreamers,8,Songs You Forgot About
My BabeThe Righteous Brothers,0,Chill Kickback
I Should CareGloria Lynne,1,Day Drinking
I Can't Work No LongerBilly Butler & The Chanters,8,Songs You Forgot About
Have I Stayed Too LongSonny & Cher,1,Day Drinking
Mairzy DoatsThe Innocence,8,Songs You Forgot About
For He's A Jolly Good FellowBobby Vinton,10,Time Machine
I'll Make Him Love MeBarbara Lewis,4,Concert Pregame
Misty BlueEddy Arnold,10,Time Machine
I Want To Love You For What You AreRonnie Dove,10,Time Machine
Lady FriendThe Byrds,8,Songs You Forgot About
"Here Comes The Rain, BabyEddy Arnold",10,Time Machine
Message From MariaJoe Simon,4,Concert Pregame
Hitchcock RailwayJose Feliciano,8,Songs You Forgot About
Easy Rider (Let The Wind Pay The Way)Iron Butterfly,6,Let's Dance
Like An Open DoorThe Fuzz,8,Songs You Forgot About
Lay Lady LayThe Isley Brothers,7,Long Talks and Beach Walks
EverydayJohn Denver,10,Time Machine
I Found My DadJoe Simon,4,Concert Pregame
"Kalimba StoryEarth, Wind & Fire",11,Nostalgia
Lonely TeardropsNarvel Felts,8,Songs You Forgot About
Hooked On YouBread,1,Day Drinking
Going In With My Eyes OpenDavid Soul,10,Time Machine
Gonna Love You MoreGeorge Benson,11,Nostalgia
I Want To LiveJohn Denver,10,Time Machine
If You Wanna Do A DanceThe Spinners,0,Chill Kickback
FirefliesFleetwood Mac,4,Concert Pregame
Got To Be ThereChaka Khan,1,Day Drinking
Layin' It On The LineJefferson Starship,0,Chill Kickback
Friends Of P.The Rentals,0,Chill Kickback
Down So LongJewel,11,Nostalgia
Missing YouBrooks & Dunn,12,College Tailgate
LuckyJason Mraz & Colbie Caillat,11,Nostalgia
My Best Days Are Ahead Of MeDanny Gokey,12,College Tailgate
I Am WomanJordin Sparks,5,Who Tryin' to Drink?
Good FeelingFlo Rida,3,Sing Along
InfinityMariah Carey,12,College Tailgate
For RealLil Uzi Vert,5,Who Tryin' to Drink?
High EndChris Brown Featuring Future & Young Thug,5,Who Tryin' to Drink?
Let It SingKevin Gates,5,Who Tryin' to Drink?
Last Time That I Checc'dNipsey Hussle Featuring YG,5,Who Tryin' to Drink?
Lovey DoveyClyde McPhatter,8,Songs You Forgot About
ForeverBilly Walker,1,Day Drinking
In My HeartThe Timetones,8,Songs You Forgot About
Let's DanceChris Montez,3,Sing Along
I Need YouChuck Jackson,0,Chill Kickback
In The Midnight HourWilson Pickett,3,Sing Along
"Mother Nature, Father TimeBrook Benton",10,Time Machine
I Got A Sure ThingOllie & The Nightingales,4,Concert Pregame
"Electric StoriesThe 4 Seasons Featuring the ""Sound of Frankie Valli""",8,Songs You Forgot About
Lovin' ThingsThe Grass Roots,9,In My Feels
Down In The AlleyRonnie Hawkins,11,Nostalgia
I Who Have NothingLiquid Smoke,1,Day Drinking
One Day Of Your LifeAndy Williams,4,Concert Pregame
I Dig Everything About YouThe Mob,4,Concert Pregame
Give It To MeThe Mob,0,Chill Kickback
Oh Me Oh My (I'm A Fool For You Baby)Aretha Franklin,10,Time Machine
Lonesome MaryChilliwack,0,Chill Kickback
GuiltyAl Green,10,Time Machine
Everybody Loves A Love SongMac Davis,11,Nostalgia
Let There Be MusicOrleans,0,Chill Kickback
I Get High On YouSly Stone,0,Chill Kickback
Lets Get It TogetherEl Coco,4,Concert Pregame
Lucky ManStarbuck,9,In My Feels
KongDickie Goodman,5,Who Tryin' to Drink?
Hold OnWild Cherry,1,Day Drinking
Never My LoveAddrisi Brothers,10,Time Machine
Girl With The Hungry EyesJefferson Starship,0,Chill Kickback
DreamerThe Association,8,Songs You Forgot About
On A CarouselGlass Moon,0,Chill Kickback
Happy HourDeodato,11,Nostalgia
Escalator Of LifeRobert Hazard,5,Who Tryin' to Drink?
"I Lost On Jeopardy""Weird Al"" Yankovic",11,Nostalgia
Edge of a DreamJoe Cocker,2,"Bro, I'm Sad"
Hot For TeacherVan Halen,12,College Tailgate
Jammin'Teena Marie,7,Long Talks and Beach Walks
How Much LoveSurvivor,0,Chill Kickback
If I Was Your GirlfriendPrince,11,Nostalgia
Love Is A RockREO Speedwagon,7,Long Talks and Beach Walks
High And DryRadiohead,2,"Bro, I'm Sad"
Macarena ChristmasLos Del Rio,12,College Tailgate
MagicB.o.B Featuring Rivers Cuomo,5,Who Tryin' to Drink?
KissGlee Cast,3,Sing Along
Fight For YouJason Derulo,6,Let's Dance
Hail To The KingAvenged Sevenfold,3,Sing Along
If I Could FlyOne Direction,2,"Bro, I'm Sad"
Drug AddictsLil Pump,5,Who Tryin' to Drink?
Forty DaysRonnie Hawkins,0,Chill Kickback
I Love An AngelLittle Bill and The Bluenotes,10,Time Machine
Little Bitty Pretty OneFrankie Lymon,4,Concert Pregame
Here Comes The NightBen E. King,11,Nostalgia
If I Should Lose YouDreamlovers,1,Day Drinking
I'm Here To Get My Baby Out Of JailThe Everly Brothers,10,Time Machine
EnamoradoKeith Colley,8,Songs You Forgot About
"My One And Only, Jimmy BoyThe Girlfriends",1,Day Drinking
I Stand AccusedJerry Butler,10,Time Machine
It's For YouCilla Black,1,Day Drinking
Goodbye My Lover GoodbyeThe Searchers,0,Chill Kickback
It's Wonderful To Be In LoveThe Ovations (Featuring Louis Williams),10,Time Machine
I Know You Better Than ThatBobby Goldsboro,8,Songs You Forgot About
Nineteen DaysThe Dave Clark Five,0,Chill Kickback
Happy HeartPetula Clark,10,Time Machine
Moments To RememberThe Vogues,10,Time Machine
Keep On Doin'The Isley Brothers,0,Chill Kickback
Free The PeopleDelaney & Bonnie & Friends,1,Day Drinking
If You Gotta Break Another HeartAlbert Hammond,0,Chill Kickback
Just Don't Want To Be LonelyRonnie Dyson,1,Day Drinking
My Elusive DreamsCharlie Rich,10,Time Machine
How Glad I AmKiki Dee,0,Chill Kickback
Free ManSouth Shore Commission,7,Long Talks and Beach Walks
I Like It Like ThatLoggins & Messina,8,Songs You Forgot About
Drive My CarGary Toms Empire,7,Long Talks and Beach Walks
Hell CatBellamy Brothers,11,Nostalgia
JumpAretha Franklin,7,Long Talks and Beach Walks
If I Only CouldThe Rowans,1,Day Drinking
I'm ScaredBurton Cummings,0,Chill Kickback
Hard TimesBoz Scaggs,11,Nostalgia
Kick It OutHeart,0,Chill Kickback
Kings And QueensAerosmith,2,"Bro, I'm Sad"
Hot Summer NightsWalter Egan,9,In My Feels
Gone Long GoneChicago,9,In My Feels
Killer CutCharlie,7,Long Talks and Beach Walks
LoverMichael Stanley Band,2,"Bro, I'm Sad"
Falling In Love AgainMichael Stanley Band,0,Chill Kickback
How LongRod Stewart,0,Chill Kickback
My BabyPretenders,4,Concert Pregame
Music Sounds Better With YouStardust,5,Who Tryin' to Drink?
Love Ain't Like ThatFaith Hill,4,Concert Pregame
Jigga What...Jay-Z Featuring Big Jaz,5,Who Tryin' to Drink?
Mr. Too Damn GoodGerald Levert,2,"Bro, I'm Sad"
Earth IntrudersBjork,5,Who Tryin' to Drink?
Music Is My Hot Hot SexCSS,3,Sing Along
For Your EntertainmentAdam Lambert,3,Sing Along
Dumb LoveSean Kingston,3,Sing Along
Make You Feel My LoveGlee Cast,10,Time Machine
MidnightColdplay,9,In My Feels
Fairly Localtwenty one pilots,12,College Tailgate
"Holy KeyDJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright",5,Who Tryin' to Drink?
Everything 1KKodak Black,5,Who Tryin' to Drink?
Lose ItKane Brown,12,College Tailgate
Love Of My LifeThe Everly Brothers,10,Time Machine
I've Got No Time To LoseCarla Thomas,1,Day Drinking
La La La La LaThe Blendells,4,Concert Pregame
I See YouCathy & Joe,9,In My Feels
Fly Me To The MoonLaVern Baker,10,Time Machine
Here I AmDionne Warwick,10,Time Machine
Let The Good Times RollRoy Orbison,0,Chill Kickback
Graduation DayThe Arbors,4,Concert Pregame
Nearer To YouBetty Harris,1,Day Drinking
MoneyThe Lovin' Spoonful,8,Songs You Forgot About
Hey Little OneGlen Campbell,12,College Tailgate
MalayishaMiriam Makeba,4,Concert Pregame
Not On The OutsideThe Moments,1,Day Drinking
In The Still Of The NightPaul Anka,1,Day Drinking
I Just Don't Know What To Do With MyselfGary Puckett,10,Time Machine
Keep The Customer SatisfiedGary Puckett,0,Chill Kickback
I Don't Need No DoctorHumble Pie,7,Long Talks and Beach Walks
I'm Movin' OnJohn Kay,4,Concert Pregame
Most Likely You Go Your Way (And I'll Go Mine)Bob Dylan/The Band,0,Chill Kickback
HowzatSherbet,12,College Tailgate
Grandmother's SongSteve Martin,5,Who Tryin' to Drink?
Miles AwayFotomaker,0,Chill Kickback
"Music BoxEvelyn ""Champagne"" King",0,Chill Kickback
Going Through The MotionsHot Chocolate,0,Chill Kickback
"Hey, St. PeterFlash And The Pan",6,Let's Dance
Got To Love SomebodySister Sledge,7,Long Talks and Beach Walks
Fantastic VoyageLakeside,7,Long Talks and Beach Walks
Hurry Up And WaitThe Isley Brothers,8,Songs You Forgot About
It's Just The SunDon McLean,8,Songs You Forgot About
I'm Gonna Love Her For Both Of UsMeat Loaf,7,Long Talks and Beach Walks
I Want CandyBow Wow Wow,11,Nostalgia
"MagneticEarth, Wind & Fire",0,Chill Kickback
Let's Go UpDiana Ross,0,Chill Kickback
Hunters Of The NightMr. Mister,0,Chill Kickback
It Can HappenYes,12,College Tailgate
New Girl NowHoneymoon Suite,11,Nostalgia
Goin' Crazy!David Lee Roth,6,Let's Dance
I'm Not The Man I Used To BeFine Young Cannibals,11,Nostalgia
LullabyThe Cure,9,In My Feels
Move Right OutRick Astley,11,Nostalgia
Jimmy Olsen's BluesSpin Doctors,12,College Tailgate
If That's Your Boyfriend (He Wasn't Last Night)MeShell Ndegeocello,3,Sing Along
La FamiliaFrost,3,Sing Along
Keepin' UpAlabama,0,Chill Kickback
I Will Go With You (Con Te Partiro)Donna Summer,6,Let's Dance
EntourageOmarion,3,Sing Along
I Don't Wanna StopOzzy Osbourne,6,Let's Dance
Miss Movin' OnFifth Harmony,12,College Tailgate
HumilityGorillaz Featuring George Benson,6,Let's Dance
Moonlight BayThe Drifters,8,Songs You Forgot About
"Far, Far AwayDon Gibson",8,Songs You Forgot About
Leave My Kitten AloneJohnny Preston,8,Songs You Forgot About
I'll Just Have A Cup Of Coffee (Then I'll Go)Claude Gray,8,Songs You Forgot About
MariannaJohnny Mathis,10,Time Machine
For What It's WorthThe Staple Singers,8,Songs You Forgot About
I Was Made To Love HerKing Curtis & The Kingpins,9,In My Feels
I'd Rather Love YouCharley Pride,10,Time Machine
I Think Of YouPerry Como,10,Time Machine
Long Ago TomorrowB.J. Thomas,10,Time Machine
Everybody Knows About My Good Thing Pt. 1Little Johnny Taylor,11,Nostalgia
I Had It All The TimeTyrone Davis,7,Long Talks and Beach Walks
Iko IkoDr. John,0,Chill Kickback
In TimeEngelbert Humperdinck,2,"Bro, I'm Sad"
I Like YouDonovan,5,Who Tryin' to Drink?
Muskrat LoveAmerica,1,Day Drinking
King Of NothingSeals & Crofts,11,Nostalgia
My LoveMargie Joseph,4,Concert Pregame
Feelin' That GlowRoberta Flack,7,Long Talks and Beach Walks
I Cheat The HangmanThe Doobie Brothers,2,"Bro, I'm Sad"
It's CoolThe Tymes,8,Songs You Forgot About
High Out Of TimeCarole King,10,Time Machine
I Never CryAlice Cooper,2,"Bro, I'm Sad"
Let Me InDerringer,0,Chill Kickback
Home TonightAerosmith,2,"Bro, I'm Sad"
Here Is Where Your Love BelongsThe Sons Of Champlin,0,Chill Kickback
Hurry SundownOutlaws,0,Chill Kickback
Never Let Her Slip AwayAndrew Gold,11,Nostalgia
Easy DriverKenny Loggins,0,Chill Kickback
Four Strong WindsNeil Young,2,"Bro, I'm Sad"
Girls TalkDave Edmunds,0,Chill Kickback
"Hey Hey, My My (Into The Black)Neil Young & Crazy Horse",4,Concert Pregame
Goodnight My LoveMike Pinera,2,"Bro, I'm Sad"
I Could Be Good For You707,11,Nostalgia
Just Like ParadiseLarry John McNally,0,Chill Kickback
MemoryBarbra Streisand,10,Time Machine
FinallyT.G. Sheppard,2,"Bro, I'm Sad"
I PredictSparks,3,Sing Along
Happy ManGreg Kihn Band,0,Chill Kickback
Every Love SongGreg Kihn Band,0,Chill Kickback
I Wouldn't Beg For WaterSheena Easton,10,Time Machine
Funny How Time Slips AwayThe Spinners,10,Time Machine
New FrontierDonald Fagen,7,Long Talks and Beach Walks
GloriaThe Doors,7,Long Talks and Beach Walks
Meet El PresidenteDuran Duran,0,Chill Kickback
"Mary, MaryRun-D.M.C.",3,Sing Along
Every Road Leads Back To YouBette Midler,10,Time Machine
Love You All My LifetimeChaka Khan,0,Chill Kickback
Nobody Wins In This WarMitch Malloy,12,College Tailgate
I'm A PlayerToo $hort,5,Who Tryin' to Drink?
Get InvolvedRaphael Saadiq & Q-Tip,4,Concert Pregame
Hanging OnCheyenne Kimball,12,College Tailgate
If U Seek AmyBritney Spears,12,College Tailgate
LollipopFraming Hanley,6,Let's Dance
IridescentLinkin Park,12,College Tailgate
Hit Me With Your Best Shot / One Way Or AnotherGlee Cast,3,Sing Along
I'm The Only OneGlee Cast,3,Sing Along
